regression_bug_id,regression_perf_tests
1910128,"['NewsSite-Nuxt/NavigateToUS/total', 'NewsSite-Nuxt/NavigateToUS/Sync', 'NewsSite-Nuxt/NavigateToUS/Sync', 'NewsSite-Nuxt/NavigateToUS/Sync', 'NewsSite-Nuxt/NavigateToUS/total', 'NewsSite-Nuxt/NavigateToUS/Sync', 'NewsSite-Nuxt/NavigateToUS/total', 'Charts-observable-plot/Dotted/Async', 'NewsSite-Nuxt/NavigateToWorld/Sync', 'NewsSite-Nuxt/NavigateToUS/total', 'NewsSite-Nuxt/total', 'Charts-observable-plot/Stacked by 20/Async', 'NewsSite-Nuxt/total', 'NewsSite-Nuxt/total']"
1874689,[]
1908379,['']
1908369,['AngularJS-TodoMVC/Adding100Items']
1908058,['']
1908739,"['bug1552113.pdf', 'issue16224.pdf', 'issue15262.pdf', 'annotation-caret-ink.pdf', 'JST2007-5.pdf', 'bug1130815.pdf', 'issue6132.pdf', 'issue13783.pdf', 'issue1257.pdf', 'issue845r.pdf', 'issue13211.pdf', 'bug1650302_reduced.pdf', 'issue5540.pdf', 'issue7180.pdf', 'bug1175962.pdf', 'ShowText-ShadingPattern.pdf', 'bug1250079.pdf', 'ContentStreamNoCycleType3insideType3.pdf', 'issue3064.pdf', 'issue7303.pdf', 'IdentityToUnicodeMap_charCodeOf.pdf', 'issue7828.pdf', 'issue8697.pdf', 'issue10880.pdf', 'issue10084_reduced.pdf', 'franz_2.pdf', 'issue11532.pdf', 'endchar.pdf', 'xfa_bug1717805.pdf', 'unix01.pdf', 'issue1155r.pdf', 'freetext_no_appearance.pdf', 'annotation-freetext.pdf', 'issue2840.pdf', 'issue4573.pdf', 'issue4061.pdf', 'issue1936.pdf', 'issue15784.pdf', 'issue15220.pdf', 'issue2129.pdf', 'issue14917.pdf', 'issue15910.pdf', 'issue1912.pdf', 'issue1810.pdf', 'issue8895.pdf', 'issue9418.pdf', 'issue918.pdf', 'issue7580.pdf', 'issue5946.pdf', 'issue8707.pdf', 'issue8229.pdf', 'issue14415.pdf', 'issue9105_reduced.pdf', 'issue3061.pdf', 'issue11279.pdf', 'issue11016_reduced.pdf', 'glyph_accent.pdf', 'issue10438_reduced.pdf', 'issue1536.pdf', 'bug860632.pdf', 'bug1815476.pdf', 'bug1671312_ArialNarrow.pdf']"
1908359,['TodoMVC-Angular-Complex-DOM/CompletingAllItems/Sync']
1896054,['ContentfulSpeedIndex']
1908328,[]
1907883,"['Vanilla-ES2015-Babel-Webpack-TodoMVC/Adding100Items', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/Adding100Items/Sync', 'BackboneJS-TodoMVC/CompletingAllItems/Sync', 'VanillaJS-TodoMVC/CompletingAllItems/Async', 'jQuery-TodoMVC/Adding100Items/Async', 'Vanilla-ES2015-TodoMVC/Adding100Items/Sync', 'React-TodoMVC/CompletingAllItems/Sync', 'VanillaJS-TodoMVC/DeletingAllItems/Async', 'Structural pseudo classes/Removing leaf elements - 0', 'Inferno-TodoMVC/DeletingItems/Async', 'EmberJS-Debug-TodoMVC/CompletingAllItems/Sync', 'VueJS-TodoMVC/CompletingAllItems/Sync', 'React-Stockcharts-SVG/ZoomTheChart/Sync', 'jQuery-TodoMVC/Adding100Items', 'React-TodoMVC/CompletingAllItems/Async', 'Nth pseudo classes/Removing leaf elements - 0/Sync', 'Sibling combinators/Removing leaf elements - 2/Sync', 'Before and after pseudo elements/Adding leaf elements - 4/Sync', 'Before and after pseudo elements/Removing leaf elements - 3/Sync', 'Sibling combinators/Adding classes - 0', 'PerceptualSpeedIndex', 'Charts-observable-plot/Dotted/Sync', 'NewsSite-Nuxt/NavigateToUS/total', 'Editor-TipTap/Highlight/Sync', 'NewsSite-Nuxt/NavigateToPolitics/Sync', 'Charts-observable-plot/Dotted/total', 'TodoMVC-Angular-Complex-DOM/Adding100Items/Async', 'Perf-Dashboard/SelectingRange/total', 'TodoMVC-Lit-Complex-DOM/DeletingAllItems/Sync', 'TodoMVC-WebComponents/Adding100Items/Async', 'TodoMVC-Angular-Complex-DOM/CompletingAllItems/Async', 'TodoMVC-Vue/DeletingAllItems/Async', 'TodoMVC-jQuery/DeletingAllItems/total', 'TodoMVC-React-Redux/Adding100Items/total', 'TodoMVC-WebComponents/CompletingAllItems/Sync', 'TodoMVC-Vue/CompletingAllItems/total', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems/Async', 'TodoMVC-Svelte-Complex-DOM/CompletingAllItems/Async', 'TodoMVC-React-Complex-DOM/Adding100Items/Sync', 'TodoMVC-jQuery/DeletingAllItems/Sync', 'TodoMVC-jQuery/CompletingAllItems/Sync', 'TodoMVC-WebComponents/DeletingAllItems/Sync', 'score', 'Elm-TodoMVC', 'TodoMVC-jQuery/Adding100Items/Async', 'Vanilla-ES2015-Babel-Webpack-TodoMVC', 'TodoMVC-Lit-Complex-DOM/Adding100Items/Sync', 'React-TodoMVC/DeletingAllItems/Async', 'Sibling combinators/Removing leaf elements - 4/Sync', 'loadtime', 'loadtime', 'fcp', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems/Sync', 'LastVisualChange', 'TodoMVC-jQuery/CompletingAllItems/total', 'TodoMVC-Svelte-Complex-DOM/Adding100Items/total', 'React-Stockcharts-SVG/ZoomTheChart/total', 'Nth pseudo classes/Removing leaf elements - 3/Sync', 'largestContentfulPaint', 'FirstVisualChange', 'PerceptualSpeedIndex', 'TodoMVC-Lit-Complex-DOM/Adding100Items/total', 'TodoMVC-Backbone/CompletingAllItems/total', 'TodoMVC-React-Redux/total', 'SpeedIndex', 'VanillaJS-TodoMVC/DeletingAllItems', 'loadtime', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/CompletingAllItems', 'TodoMVC-Backbone/DeletingAllItems/Sync', 'Before and after pseudo elements/Removing leaf elements - 2/Sync', 'Descendant and child combinators/Removing leaf elements - 1/Async', 'Sibling combinators/Adding leaf elements - 4/Sync', 'Flight-TodoMVC/CompletingAllItems', 'largestContentfulPaint', 'loadtime', 'PerceptualSpeedIndex', 'NewsSite-Nuxt/NavigateToWorld/total', 'ContentfulSpeedIndex', 'Charts-observable-plot/Stacked by 20/total', 'fcp', 'Preact-TodoMVC/Adding100Items/Sync', 'Elm-TodoMVC/CompletingAllItems/Sync', 'Angular2-TypeScript-TodoMVC/Adding100Items', 'fcp', 'React-TodoMVC/CompletingAllItems', 'LastVisualChange', 'VanillaJS-TodoMVC/Adding100Items/Async', 'VanillaJS-TodoMVC', 'LastVisualChange', 'Structural pseudo classes/Adding leaf elements - 2/Async', 'Descendant and child combinators/Adding leaf elements - 2', 'Nth pseudo classes/Adding leaf elements - 1/Async', 'loadtime', 'AngularJS-TodoMVC/DeletingAllItems', 'TodoMVC-JavaScript-ES5/Adding100Items/Sync', 'SpeedIndex', 'NewsSite-Next/NavigateToPolitics/Async', 'jQuery-TodoMVC', 'FirstVisualChange', '', 'React-Redux-TodoMVC/CompletingAllItems/Sync', 'SpeedIndex', 'TodoMVC-JavaScript-ES5/DeletingAllItems/total', 'React-TodoMVC/DeletingAllItems', 'loadtime', 'Sibling combinators/Removing leaf elements - 1/Sync', 'Nth pseudo classes/Removing leaf elements - 1/Sync', 'Nth pseudo classes/Adding leaf elements - 3', 'jQuery-TodoMVC/CompletingAllItems', 'TodoMVC-Angular-Complex-DOM/total', 'PerceptualSpeedIndex', 'TodoMVC-Svelte-Complex-DOM/CompletingAllItems/total', 'SpeedIndex', 'TodoMVC-Svelte-Complex-DOM/DeletingAllItems/Sync', 'TodoMVC-Backbone/total', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/Sync', 'TodoMVC-Backbone/CompletingAllItems/Async', 'Nth pseudo classes/Removing leaf elements - 2/Sync', 'TodoMVC-jQuery/Adding100Items/total', 'React-TodoMVC/Adding100Items/Async', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'TodoMVC-Angular-Complex-DOM/Adding100Items/Sync', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/total', 'jQuery-TodoMVC/Adding100Items/Sync', 'Structural pseudo classes/Adding classes - 3', 'Structural pseudo classes/Removing leaf elements - 1/Sync', 'Elm-TodoMVC/CompletingAllItems', 'ContentfulSpeedIndex', 'SpeedIndex', 'AngularJS-TodoMVC/CompletingAllItems/Async', 'TodoMVC-Lit-Complex-DOM/CompletingAllItems/total', 'VanillaJS-TodoMVC/CompletingAllItems', 'Vanilla-ES2015-TodoMVC/CompletingAllItems/Async', 'TodoMVC-Lit-Complex-DOM/DeletingAllItems/total', 'SpeedIndex', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Sync', 'TodoMVC-JavaScript-ES5/Adding100Items/Async', 'Nth pseudo classes/Adding classes - 0/Async', 'fcp', 'EmberJS-Debug-TodoMVC/Adding100Items', 'LastVisualChange', 'Elm-TodoMVC/Adding100Items/Sync', 'React-Stockcharts-SVG/total', 'FirstVisualChange', 'Inferno-TodoMVC/Adding100Items', 'loadtime', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'VueJS-TodoMVC/DeletingAllItems/Async', 'Vanilla-ES2015-TodoMVC/Adding100Items/Async', 'VueJS-TodoMVC/CompletingAllItems', 'VueJS-TodoMVC/DeletingAllItems', 'Sibling combinators/Removing leaf elements - 0/Sync', 'Descendant and child combinators/Removing leaf elements - 1/Sync', 'Nth pseudo classes/Removing leaf elements - 4/Sync', 'loadtime', 'AngularJS-TodoMVC/DeletingAllItems/Sync', 'TodoMVC-React-Complex-DOM/CompletingAllItems/total', 'PerceptualSpeedIndex', 'PerceptualSpeedIndex', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/Async', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/DeletingItems/Sync', 'Vanilla-ES2015-TodoMVC/Adding100Items', 'TodoMVC-Preact-Complex-DOM/CompletingAllItems/Sync', 'Charts-chartjs/Draw scatter/Sync', 'Descendant and child combinators/Removing leaf elements - 2', 'Nth pseudo classes/Adding classes - 3', 'Sibling combinators/Removing leaf elements - 3/Async', 'React-TodoMVC', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/total', 'Perf-Dashboard/SelectingRange/Sync', 'TodoMVC-Preact-Complex-DOM/DeletingAllItems/Sync', 'fcp', 'Before and after pseudo elements/Adding leaf elements - 1/Sync', 'Descendant and child combinators/Mutating attributes - 0', 'ContentfulSpeedIndex', 'BackboneJS-TodoMVC/CompletingAllItems/Async', 'TodoMVC-React-Complex-DOM/DeletingAllItems/Sync', 'NewsSite-Nuxt/NavigateToUS/Sync', 'NewsSite-Next/NavigateToWorld/Sync', 'TodoMVC-JavaScript-ES5/total', 'TodoMVC-JavaScript-ES5/Adding100Items/total', 'FirstVisualChange', 'Nth pseudo classes/Adding leaf elements - 2/Sync', 'loadtime', 'SpeedIndex', 'Before and after pseudo elements/Adding leaf elements - 1', 'EmberJS-TodoMVC/CompletingAllItems/Async', 'largestContentfulPaint', 'Vanilla-ES2015-TodoMVC/DeletingItems/Sync', 'jQuery-TodoMVC/CompletingAllItems/Async', 'Before and after pseudo elements/Removing leaf elements - 1/Sync', 'PerceptualSpeedIndex', 'LastVisualChange', 'Structural pseudo classes/Adding leaf elements - 1/Sync', 'LastVisualChange', 'Sibling combinators/Adding leaf elements - 3', 'Flight-TodoMVC/DeletingItems', 'React-Redux-TodoMVC/DeletingItems/Async', 'Charts-observable-plot/total', 'ContentfulSpeedIndex', 'TodoMVC-Preact-Complex-DOM/Adding100Items/Async', 'Elm-TodoMVC/Adding100Items/Async', 'TodoMVC-Backbone/DeletingAllItems/total', 'Perf-Dashboard/Render/Sync', 'TodoMVC-React-Complex-DOM/Adding100Items/Async', 'VanillaJS-TodoMVC/CompletingAllItems/Sync', 'TodoMVC-React-Redux/DeletingAllItems/Sync', 'Charts-observable-plot/Stacked by 20/Async', 'NewsSite-Next/NavigateToPolitics/total', 'TodoMVC-jQuery/CompletingAllItems/Async', 'Nth pseudo classes/Adding leaf elements - 0/Sync', 'Charts-chartjs/Show tooltip/Async', 'TodoMVC-Angular-Complex-DOM/CompletingAllItems/Sync', 'TodoMVC-React-Redux/Adding100Items/Sync', 'NewsSite-Next/NavigateToUS/total', 'Structural pseudo classes/Removing leaf elements - 2/Sync', 'LastVisualChange', 'TodoMVC-Vue/DeletingAllItems/total', 'React-Stockcharts-SVG/PanTheChart/total', 'loadtime', 'TodoMVC-Preact-Complex-DOM/Adding100Items/total', 'Charts-chartjs/Draw opaque scatter/total', 'TodoMVC-React-Redux/Adding100Items/Async', 'TodoMVC-Angular-Complex-DOM/DeletingAllItems/Sync', 'Charts-chartjs/Show tooltip/Sync', 'TodoMVC-React-Redux/DeletingAllItems/total', 'NewsSite-Nuxt/NavigateToWorld/Sync', 'NewsSite-Nuxt/NavigateToPolitics/Async', 'TodoMVC-jQuery/Adding100Items/Sync', 'Structural pseudo classes/Adding classes - 0', 'Nth pseudo classes/Adding leaf elements - 1/Sync', 'Sibling combinators/Removing leaf elements - 3/Sync', 'TodoMVC-Backbone/total', 'NewsSite-Nuxt/NavigateToPolitics/total', 'Inferno-TodoMVC/Adding100Items/Async', 'largestContentfulPaint', 'Descendant and child combinators/Removing leaf elements - 4/Sync', 'Charts-chartjs/Show tooltip/total', '', 'Nth pseudo classes/Adding classes - 0', 'React-Redux-TodoMVC/CompletingAllItems', 'Vanilla-ES2015-TodoMVC', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems/total', 'Charts-chartjs/total', 'TodoMVC-React-Complex-DOM/DeletingAllItems/total', 'Descendant and child combinators/Adding leaf elements - 2/Sync', 'TodoMVC-WebComponents/DeletingAllItems/total', 'EmberJS-TodoMVC/Adding100Items/Async', 'VanillaJS-TodoMVC/Adding100Items', 'TodoMVC-Backbone/CompletingAllItems/Sync', 'TodoMVC-Vue/total', 'largestContentfulPaint', 'Structural pseudo classes/Adding leaf elements - 2/Sync', 'Preact-TodoMVC/CompletingAllItems', 'TodoMVC-Angular-Complex-DOM/CompletingAllItems/total', 'TodoMVC-Svelte-Complex-DOM/total', 'Before and after pseudo elements/Adding leaf elements - 0/Sync', 'Sibling combinators/Mutating attributes - 0/Async', 'SpeedIndex', 'Descendant and child combinators/Adding leaf elements - 3/Sync', 'Sibling combinators/Removing leaf elements - 2', 'Vanilla-ES2015-TodoMVC/CompletingAllItems', 'Sibling combinators/Removing classes - 1', 'Structural pseudo classes/Adding leaf elements - 0/Async', 'Descendant and child combinators/Removing leaf elements - 1', 'Sibling combinators/Removing classes - 2', 'Nth pseudo classes/Removing leaf elements - 0/Async', 'Sibling combinators/Adding leaf elements - 1/Sync', 'Structural pseudo classes/Adding leaf elements - 0', 'Structural pseudo classes/Removing leaf elements - 0/Async', 'Nth pseudo classes/Removing leaf elements - 4', 'Sibling combinators/Removing leaf elements - 4', 'jQuery-TodoMVC/CompletingAllItems', 'Sibling combinators/Removing classes - 1/Async', 'TodoMVC-WebComponents/total', 'Structural pseudo classes/Adding classes - 0/Async', 'Nth pseudo classes/Removing leaf elements - 0', 'Structural pseudo classes/Adding leaf elements - 4/Sync', 'Sibling combinators/Adding classes - 1', 'Sibling combinators/Mutating attributes - 0', 'Sibling combinators/Removing leaf elements - 0', 'Sibling combinators/Removing classes - 2/Async', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/CompletingAllItems/Sync', 'TodoMVC-JavaScript-ES5/CompletingAllItems/total', 'TodoMVC-Vue/CompletingAllItems/Async', 'Sibling combinators/Adding classes - 1/Async', 'TodoMVC-Svelte-Complex-DOM/CompletingAllItems/Sync', 'Structural pseudo classes/Adding classes - 1/Async', 'Descendant and child combinators/Removing leaf elements - 2/Sync', 'Sibling combinators', 'total', 'Structural pseudo classes/Adding classes - 3/Async', 'Before and after pseudo elements/Removing leaf elements - 4', 'Descendant and child combinators/Adding leaf elements - 0/Sync', 'Structural pseudo classes/Removing leaf elements - 0/Sync', 'Sibling combinators/Adding classes - 0/Async', 'TodoMVC-React-Complex-DOM/Adding100Items/Async', 'EmberJS-Debug-TodoMVC/DeletingItems/Async', 'Editor-TipTap/Highlight/total', 'Descendant and child combinators/Adding leaf elements - 4/Sync', 'TodoMVC-jQuery/Adding100Items/Async', 'Descendant and child combinators/Adding leaf elements - 1', 'TodoMVC-Vue/CompletingAllItems/total', 'Angular2-TypeScript-TodoMVC/Adding100Items/Async', 'React-TodoMVC/DeletingAllItems/Sync', 'Descendant and child combinators/Removing classes - 1', 'Descendant and child combinators', 'TodoMVC-React-Complex-DOM/Adding100Items/total', 'NewsSite-Next/NavigateToUS/Sync', 'NewsSite-Next/total', 'total', 'ContentfulSpeedIndex', 'TodoMVC-Angular-Complex-DOM/Adding100Items/Async', 'NewsSite-Nuxt/total', 'Nth pseudo classes/Adding leaf elements - 1', 'Charts-observable-plot/Stacked by 20/Sync', 'Structural pseudo classes/Removing leaf elements - 4', 'Editor-TipTap/Long/total', 'Sibling combinators/Removing classes - 3', 'TodoMVC-Backbone/CompletingAllItems/total', 'Descendant and child combinators/Removing classes - 1/Async', 'Nth pseudo classes/Adding classes - 3/Async', 'TodoMVC-Vue/CompletingAllItems/Async', 'Sibling combinators/Adding leaf elements - 2', 'Structural pseudo classes/Adding leaf elements - 2', 'VueJS-TodoMVC', 'VueJS-TodoMVC/Adding100Items/Async', 'TodoMVC-Svelte-Complex-DOM/Adding100Items/Sync', 'TodoMVC-React-Complex-DOM/CompletingAllItems/total', 'TodoMVC-Vue/DeletingAllItems/Sync', 'VueJS-TodoMVC/CompletingAllItems/Async', 'Preact-TodoMVC/Adding100Items', 'TodoMVC-Lit-Complex-DOM/Adding100Items/Sync', 'Perf-Dashboard/SelectingRange/Sync', 'NewsSite-Nuxt/NavigateToUS/Sync', 'TodoMVC-Backbone/DeletingAllItems/Sync', 'Perf-Dashboard/SelectingRange/total', 'TodoMVC-WebComponents/CompletingAllItems/Sync', 'TodoMVC-React-Complex-DOM/total', 'TodoMVC-React-Complex-DOM/DeletingAllItems/Sync', 'Charts-observable-plot/total', 'TodoMVC-Backbone/CompletingAllItems/Sync', 'React-Stockcharts-SVG/ZoomTheChart/Sync', 'NewsSite-Nuxt/NavigateToUS/total', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'SpeedIndex', 'TodoMVC-JavaScript-ES5/CompletingAllItems/Async', 'TodoMVC-Backbone/DeletingAllItems/total', 'TodoMVC-WebComponents/DeletingAllItems/Sync', 'React-Stockcharts-SVG/PanTheChart/total', 'React-Stockcharts-SVG/PanTheChart/Async', 'TodoMVC-WebComponents/CompletingAllItems/total', 'Perf-Dashboard/total', 'TodoMVC-React-Redux/Adding100Items/Async', 'Structural pseudo classes/Adding classes - 4/Sync', 'Before and after pseudo elements/Adding classes - 2/Sync', 'Nth pseudo classes/Removing leaf elements - 3', 'Before and after pseudo elements', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/Async', 'TodoMVC-React-Complex-DOM/Adding100Items/Sync', 'React-Stockcharts-SVG/total', 'React-Stockcharts-SVG/ZoomTheChart/total', 'BackboneJS-TodoMVC/DeletingAllItems', 'Inferno-TodoMVC', 'React-Redux-TodoMVC/DeletingItems/Sync', 'TodoMVC-React-Complex-DOM/Adding100Items/total', 'NewsSite-Nuxt/NavigateToUS/Async', 'Perf-Dashboard/total', 'Nth pseudo classes/Adding classes - 2', 'Nth pseudo classes/Adding leaf elements - 4/Sync', 'Nth pseudo classes/Adding leaf elements - 3/Sync', 'BackboneJS-TodoMVC/DeletingAllItems/Sync', 'AngularJS-TodoMVC/DeletingAllItems/Async', 'TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/total', 'TodoMVC-React-Complex-DOM/CompletingAllItems/Sync', 'TodoMVC-Lit-Complex-DOM/CompletingAllItems/Sync', 'jQuery-TodoMVC/DeletingAllItems', 'NewsSite-Next/NavigateToWorld/total', 'Descendant and child combinators/Removing leaf elements - 3/Sync', 'Angular2-TypeScript-TodoMVC/Adding100Items/Sync', 'NewsSite-Next/NavigateToPolitics/Sync', 'BackboneJS-TodoMVC/Adding100Items/Async', 'Angular2-TypeScript-TodoMVC', 'React-Redux-TodoMVC/CompletingAllItems/Async', 'TodoMVC-WebComponents/CompletingAllItems/total', 'TodoMVC-Lit-Complex-DOM/DeletingAllItems/Async', 'NewsSite-Next/NavigateToUS/Sync', 'Sibling combinators/Adding leaf elements - 3/Sync', 'Before and after pseudo elements/Adding leaf elements - 3/Sync', 'Elm-TodoMVC/DeletingItems', 'React-Redux-TodoMVC/Adding100Items', 'Charts-observable-plot/Dotted/Async', 'Vanilla-ES2015-TodoMVC/DeletingItems', 'TodoMVC-React-Complex-DOM/CompletingAllItems/Async', 'Structural pseudo classes/Removing leaf elements - 4/Sync', 'Inferno-TodoMVC/CompletingAllItems/Sync', 'Structural pseudo classes/Adding leaf elements - 3/Sync', 'Before and after pseudo elements/Removing leaf elements - 4/Sync', 'TodoMVC-jQuery/total', 'EmberJS-Debug-TodoMVC/CompletingAllItems', 'LastVisualChange', 'VanillaJS-TodoMVC/Adding100Items/Sync', 'TodoMVC-Preact-Complex-DOM/Adding100Items/Sync', 'Charts-chartjs/Draw opaque scatter/Sync', 'TodoMVC-Lit-Complex-DOM/total', 'Before and after pseudo elements/Adding leaf elements - 2/Sync', 'Elm-TodoMVC/CompletingAllItems/Async', 'React-Redux-TodoMVC/Adding100Items/Async', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/DeletingItems', 'Editor-TipTap/total', 'Structural pseudo classes/Removing leaf elements - 3/Sync', 'Preact-TodoMVC', 'Flight-TodoMVC/CompletingAllItems/Sync', 'Angular2-TypeScript-TodoMVC/DeletingItems/Sync', 'VanillaJS-TodoMVC/DeletingAllItems/Sync', 'Vanilla-ES2015-TodoMVC/CompletingAllItems/Sync', 'TodoMVC-JavaScript-ES5/CompletingAllItems/Sync', 'TodoMVC-WebComponents/DeletingAllItems/total', 'NewsSite-Next/NavigateToPolitics/Sync', 'Inferno-TodoMVC/DeletingItems/Sync', 'React-Redux-TodoMVC/DeletingItems', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/Adding100Items/Async', 'Charts-observable-plot/Stacked by 20/Sync', 'Charts-chartjs/Draw scatter/total', 'jQuery-TodoMVC/CompletingAllItems/Sync', 'Sibling combinators/Adding leaf elements - 0/Sync', 'Before and after pseudo elements/Removing leaf elements - 0/Sync', 'Flight-TodoMVC/DeletingItems/Async', 'React-TodoMVC/Adding100Items', 'TodoMVC-React-Complex-DOM/total', 'Editor-TipTap/Long/Sync', 'Vanilla-ES2015-Babel-Webpack-TodoMVC/CompletingAllItems/Async', 'jQuery-TodoMVC/DeletingAllItems/Sync', 'VueJS-TodoMVC/Adding100Items/Sync', 'Inferno-TodoMVC/DeletingItems', 'SpeedIndex', 'NewsSite-Next/total', 'React-Stockcharts-SVG/Render/Async', 'Structural pseudo classes/Adding leaf elements - 0/Sync', 'Sibling combinators/Adding leaf elements - 2/Sync', 'EmberJS-TodoMVC/DeletingItems/Async', 'Angular2-TypeScript-TodoMVC/CompletingAllItems/Async', 'NewsSite-Nuxt/total', 'TodoMVC-JavaScript-ES5/DeletingAllItems/Sync', 'React-Stockcharts-SVG/PanTheChart/Async', 'jQuery-TodoMVC/DeletingAllItems/Async', 'Flight-TodoMVC/DeletingItems/Sync', 'React-Redux-TodoMVC', 'Angular2-TypeScript-TodoMVC/CompletingAllItems', 'Editor-TipTap/Long/total', 'NewsSite-Nuxt/NavigateToPolitics/total', 'Descendant and child combinators/Removing leaf elements - 0/Sync', 'Descendant and child combinators/Adding leaf elements - 1/Sync', '', 'AngularJS-TodoMVC/Adding100Items/Async', 'BackboneJS-TodoMVC/CompletingAllItems', 'Flight-TodoMVC/CompletingAllItems/Async', 'Elm-TodoMVC/DeletingItems/Async', 'React-Redux-TodoMVC/Adding100Items/Sync', 'Flight-TodoMVC/Adding100Items/Async', '', 'Inferno-TodoMVC/CompletingAllItems/Async', 'Elm-TodoMVC/DeletingItems/Sync', 'Inferno-TodoMVC/CompletingAllItems', 'LastVisualChange', 'largestContentfulPaint', 'LastVisualChange', 'loadtime', 'ContentfulSpeedIndex', 'loadtime']"
1908848,"['', '']"
